"","ReleaseDate","SurveyId","MaxAgeWomen","FieldworkStart","MinAgeMen","ImplementingOrg","SurveyCharacteristicIds","SurveyType","SurveyYearLabel","IndicatorData","MinAgeWomen","SurveyYear","FieldworkEnd","DHS_CountryCode","NumberOfSamplePoints","CountryName","NumberOfWomen","SubregionName","MaxAgeMen","SurveyNum","SurveyStatus","NumberOfFacilities","UniverseOfMen","RegionName","UniverseOfWomen","Footnotes","PublicationDate","NumberofHouseholds","NumberOfMen"
"280","2006-04-01","SN2005DHS",49,"2005-02-01","15","Ministère de la Santé et de la Prévention Médicale, Centre de Recherche pour le Développement Humain (CRDH)","23, 22, 57, 34, 5, 79, 32, 26, 41, 4, 1, 21, 15, 11, 10, 101, 14, 33, 104, 3, 31","DHS","2005",1,15,"2005","2005-05-01","SN","377","Senegal",14602,"Western Africa","59",233,"Completed","","All Men","Sub-Saharan Africa","All Women","","2006-04-01",7412,"3761"
"281","2007-04-01","SN2006MIS",49,"2006-11-01","","Centre de Recherche pour le Développement Humain (CRDH)","57, 79, 101","MIS","2006",1,15,"2006","2006-12-01","SN","150","Senegal",6655,"Western Africa","",293,"Completed","","","Sub-Saharan Africa","All Women","","2007-04-01",3063,""
"282","2009-09-03","SN2008MIS",49,"2008-12-01","","Ministère de la Santé, de la Prévention et de l'Hygiène Publique Centre de Recherche pour le Développement Humain ","15, 57, 41, 79, 26, 101, 90, 89","MIS","2008-09",1,15,"2008","2009-01-01","SN","320","Senegal",19441,"Western Africa","",338,"Completed","","","Sub-Saharan Africa","All Women","","2009-07-01",9291,""
"283","2012-04-27","SN2010DHS",49,"2010-10-01","15","Agence Nationale de la Statistique et de la Démographie (ANSD)","45, 5, 4, 1, 15, 31, 68, 63, 32, 39, 14, 57, 20, 22, 34, 13, 3, 26, 69, 11, 41, 10, 24, 21, 23, 70, 104, 79, 90, 89","DHS","2010-11",1,15,"2010","2011-04-01","SN","392","Senegal",15688,"Western Africa","59",365,"Completed","","All Men","Sub-Saharan Africa","All Women","","2012-02-01",7902,"4929"
"284","2013-10-01","SN2012DHS",49,"2012-09-01","","National Agency of Statistics and Demography (Agence Nationale de la Statistique et la Démographie- ANSD)","14, 70, 10, 31, 20, 22, 13, 5, 4, 3, 32, 26, 57, 8, 17, 34, 41, 79, 90, 89","DHS","2012-13",1,15,"2012","2013-06-01","SN","200","Senegal",8636,"Western Africa","",423,"Completed","","","Sub-Saharan Africa","All Women","","2013-07-01",4175,""
"285","2015-03-31","SN2014DHS",49,"2014-01-01","15","National Agency of Statistics and Demography (Agence Nationale de la Statistique et la Démographie- ANSD)","22, 90, 89, 14, 15, 41, 10, 31, 57, 20, 17, 34, 13, 5, 4, 3, 32, 85, 70, 26, 11, 79","DHS","2014",1,15,"2014","2014-10-01","SN","200","Senegal",8488,"Western Africa","59",457,"Completed","","All Men","Sub-Saharan Africa","All Women","Each zip file includes two datasets: SNxx70xx.xxx for the 2014 survey alone. SNxx6Rxx.xxx for the combined 2012-13/2014 surveys used to produce subnational regional results. Individual questionnaire data for men were only collected in the 2014 survey.","2015-03-01",4231,"3371"
"286","2016-11-04","SN2015DHS",49,"2015-01-01","15","Agence Nationale de la Statistique et la Demographie (ANSD)","90, 79, 34, 14, 4, 31, 32, 69, 15, 26, 57, 41, 70, 5, 89, 11, 94, 22","DHS","2015",1,15,"2015","2015-10-01","SN","214","Senegal",8851,"Western Africa","59",489,"Completed","","All Men","Sub-Saharan Africa","All Women","","2016-10-01",4511,"3734"
"287","2017-09-06","SN2016DHS",49,"2016-01-01","15","Agence Nationale de la Statistique et la Demographie (ANSD)","80, 26, 69, 14, 11, 34, 4, 15, 70, 22, 57, 79, 31, 41, 90, 89, 5, 94, 10","DHS","2016",1,15,"2016","2016-10-01","SN","214","Senegal",8865,"Western Africa","59",524,"Completed","","All Men","Sub-Saharan Africa","All Women","Each zip file includes two datasets: SNxx7Ixx.xxx for the 2016 survey alone. SNxxG0xx.xxx for the combined 2015/2016 surveys.","2017-08-01",4437,"3527"
"288","2018-09-28","SN2017DHS",49,"2017-04-01","15","Agence Nationale de la Statistique et la Demographie (ANSD)","10, 22, 23, 57, 15, 41, 31, 70, 79, 80, 26, 69, 14, 90, 89, 11, 34, 5, 4, 104, 94, 1","DHS","2017",1,15,"2017","2017-12-01","SN","400","Senegal",16787,"Western Africa","59",534,"Completed","","All Men","Sub-Saharan Africa","All Women","","2018-09-01",8380,"6977"
"289","2020-06-17","SN2018DHS",49,"2018-06-01","15","l’Agence Nationale de la Statistique et de la Démographie (ANSD)","31, 17, 3, 80, 26, 11, 10, 14, 6, 4, 32, 69, 85, 22, 70, 79","DHS","2018",1,15,"2018","2018-12-01","SN","214","Senegal",9414,"Western Africa","59",580,"Completed","","All Men","Sub-Saharan Africa","All Women","","2020-05-01",4592,"3762"
"290","2020-11-10","SN2019DHS",49,"2019-04-01","15","l’Agence Nationale de la Statistique et de la Démographie (ANSD)","10, 31, 22, 70, 79, 80, 32, 26, 69, 14, 11, 17, 3, 85, 6, 4","DHS","2019",1,15,"2019","2019-12-01","SN","","Senegal",8649,"Western Africa","59",581,"Completed","","All Men","Sub-Saharan Africa","All Women","","2020-11-01",4538,"3365"
"291","2022-04-15","SN2020MIS",49,"2020-12-01","","ANSD","94, 70, 41, 89, 15, 78, 79, 92, 26, 57","MIS","2020-21",1,15,"2020","2021-01-01","SN","207","Senegal",10240,"Western Africa","",587,"Completed","","","Sub-Saharan Africa","All Women","The DHS Program provided limited technical assistance for this survey.  All questions related to this survey should be sent to: Agence Nationale de la Statistique et de la Démographie (ANSD), Dakar, Senegal, E-mail : statsenegal@ansd.sn  / lala.travare@ansd.sn, Web : www.ansd.sn. ","2022-01-15",4920,""
"292","2009-12-14","SL2008DHS",49,"2008-04-01","15","Statistics Sierra Leone","24, 21, 23, 31, 20, 17, 36, 3, 5, 26, 34, 79, 14, 57, 69, 15, 41, 10, 101, 4, 1, 22, 33, 11, 104","DHS","2008",1,15,"2008","2008-06-01","SL","353","Sierra Leone",7374,"Western Africa","59",324,"Completed","","All Men","Sub-Saharan Africa","All Women","","2009-07-01",7284,"3280"
"293","2014-09-30","SL2013DHS",49,"2013-06-01","15","Statistics Sierra Leone (SSL)","79, 59, 26, 34, 57, 11, 20, 3, 4, 6, 22, 101, 15, 41, 10, 31, 5, 23, 104, 33, 24, 21, 13, 69, 39, 1","DHS","2013",1,15,"2013","2013-10-01","SL","435","Sierra Leone",16658,"Western Africa","59",450,"Completed","","All Men","Sub-Saharan Africa","All Women","","2014-07-01",12629,"7262"
"294","2017-09-21","SL2016MIS",49,"2016-07-01","","Catholic Relief Services (CRS)","41, 90, 89, 79, 70, 26, 57, 92","MIS","2016",1,15,"2016","2016-08-01","SL","336","Sierra Leone",8501,"Western Africa","",515,"Completed","","","Sub-Saharan Africa","All Women","","2016-12-01",6719,""
"295","2020-12-11","SL2019DHS",49,"2019-05-01","15","Statistics Sierra Leone","11, 41, 23, 70, 100, 104, 1, 6, 4, 10, 26, 92, 22","DHS","2019",1,15,"2019","2019-08-01","SL","578","Sierra Leone",15574,"Western Africa","59",545,"Completed","","All Men","Sub-Saharan Africa","All Women","","2020-10-01",13399,"7197"
"296","2002-04-01","ZA1998DHS",49,"1998-01-01","","Department of Health/Medical Research Council","1, 6, 10, 43, 45, 33, 68, 24, 21, 20, 34, 36, 3, 101, 30, 74, 79","DHS","1998",1,15,"1998","1998-09-01","ZA","966","South Africa",11735,"Southern Africa","",113,"Completed","","","Sub-Saharan Africa","All Women","","2002-04-01",12247,""
"297","2019-01-30","ZA2016DHS",49,"2016-06-01","15","Statistics South Africa (STATS SA)","26, 91, 22, 79, 16, 23, 11, 41, 10, 43, 68, 67, 6, 1, 85, 33, 76, 34, 36, 135, 104, 24, 70, 3, 63, 117, 21, 14, 59, 92","DHS","2016",1,15,"2016","2016-11-01","ZA","750","South Africa",8514,"Southern Africa","59",390,"Completed","","All Men","Sub-Saharan Africa","All Women","Other Data: Domestic Violence (women 18 and above in all households were eligible for DV - including women 50 to 95 years old).","2019-01-01",11083,"3618"
"298","1988-05-01","LK1987DHS",49,"1987-01-01","","Department of Census and Statistics /Ministry of Plan Implementation","10, 101","DHS","1987",1,15,"1987","1987-03-01","LK","","Sri Lanka",5865,"South Asia","",19,"Completed","","","South & Southeast Asia","Ever Married Women","","1988-05-01",7669,""
"299","1991-05-01","SD1990DHS",49,"1989-11-01","","Department of Statistics, Ministry of Finance and Economic Planning","1, 4, 60, 79, 101, 20, 17","DHS","1989-90",1,15,"1990","1990-05-01","SD","","Sudan",5860,"Eastern Africa","",29,"Completed","","","Sub-Saharan Africa","Ever Married Women","","1991-05-01",6891,""
"300","2013-11-20","TJ2012DHS",49,"2012-07-01","","Statistical Agency under President of the Republic of Tajikistan","31, 16, 24, 10, 6, 26, 21, 32, 75, 14, 20, 22, 34, 36, 13, 3, 68, 76, 30, 101, 33, 79, 93","DHS","2012",1,15,"2012","2012-09-01","TJ","354","Tajikistan",9656,"Central Asia","",384,"Completed","","","Central Asia","All Women","","2013-11-01",6432,""
"301","2018-12-14","TJ2017DHS",49,"2017-08-01","","Agency on Statistics under President of the Republic of Tajikistan","67, 6, 94, 43, 68, 14, 3, 31, 22, 79, 63, 32, 24, 21, 23, 20, 17, 34, 60, 41, 10, 70, 30, 104, 92, 93, 16","DHS","2017",1,15,"2017","2017-11-01","TJ","366","Tajikistan",10718,"Central Asia","",521,"Completed","","","Central Asia","All Women","","2018-11-01",7843,""
"302","1993-06-01","TZ1992DHS",49,"1991-10-01","15","Bureau of Statistics, Planning Commission","2, 10, 11, 21, 101","DHS","1991-92",1,15,"1992","1992-03-01","TZ","","Tanzania",9238,"Eastern Africa","60",41,"Completed","357","All Men","Sub-Saharan Africa","All Women","","1993-06-01",8327,"2114"
"303","1997-08-01","TZ1996DHS",49,"1996-07-01","15","Bureau of Statistics, Planning Commission","1, 4, 10, 11, 21, 24, 26, 101, 3","DHS","1996",1,15,"1996","1996-11-01","TZ","355","Tanzania",8120,"Eastern Africa","59",82,"Completed","","All Men","Sub-Saharan Africa","All Women","","1997-08-01",7969,"2256"
"304","2000-11-01","TZ1999DHS",49,"1999-09-01","15","Nat. Bureau of Statistics","31, 32, 10, 14, 11, 5, 24, 21, 26, 20, 17, 101, 57","DHS","1999",1,15,"1999","1999-11-01","TZ","250","Tanzania",4029,"Eastern Africa","59",167,"Completed","","All Men","Sub-Saharan Africa","All Women","","2000-11-01",3615,"3542"
"305","2005-03-01","TZ2003AIS",49,"2003-12-01","15","National Bureau of Statistics","53, 59, 24, 23, 4, 79, 26, 101, 33, 104, 21, 11","AIS","2003-04",1,15,"2003","2004-03-01","TZ","345","Tanzania",6863,"Eastern Africa","49",234,"Completed","","All Men","Sub-Saharan Africa","All Women","","2005-03-01",6499,"5659"
"306","2005-12-01","TZ2004DHS",49,"2004-10-01","15","National Bureau of Statistics (NBS)","11, 57, 14, 24, 21, 15, 10, 17, 4, 1, 34, 5, 41, 31, 22, 69, 101, 33, 8, 3, 79","DHS","2004-05",1,15,"2004","2005-02-01","TZ","475","Tanzania",10329,"Eastern Africa","49",253,"Completed","","All Men","Sub-Saharan Africa","All Women","","2005-12-01",9735,"2635"
"307","2009-03-05","TZ2007AIS",49,"2007-10-01","15","National Bureau of Statistics (NBS)","24, 21, 23, 57, 26, 41, 36, 53, 37, 31, 59, 88, 101, 11, 104, 33, 89, 79","AIS","2007-08",1,15,"2007","2008-02-01","TZ","475","Tanzania",9343,"Eastern Africa","49",304,"Completed","","All Men","Sub-Saharan Africa","All Women","","2008-11-01",8497,"6975"
"308","2011-05-26","TZ2010DHS",49,"2009-12-01","15","National Bureau of Statistics ","26, 15, 41, 10, 22, 39, 24, 21, 14, 57, 8, 11, 20, 34, 13, 52, 6, 4, 1, 31, 37, 94, 69, 101, 65, 64, 33, 3, 59, 79","DHS","2010",1,15,"2010","2010-05-01","TZ","475","Tanzania",10139,"Eastern Africa","49",345,"Completed","","All Men","Sub-Saharan Africa","All Women","Other Biomarker: Salt, Urine & Vitamin A","2011-04-01",9623,"2527"
"309","2013-03-27","TZ2012AIS",49,"2011-12-01","15","National Bureau of Statistics  ","41, 24, 21, 23, 26, 31, 59, 3, 53, 11, 57, 76, 69, 101, 104, 90, 89, 79","AIS","2011-12",1,15,"2012","2012-05-01","TZ","583","Tanzania",10967,"Eastern Africa","49",393,"Completed","","All Men","Sub-Saharan Africa","All Women","","2013-03-01",10040,"8352"
"310","2016-12-15","TZ2015DHS",49,"2015-08-01","15","National Bureau of Statistics (NBS)","31, 57, 14, 22, 15, 26, 59, 64, 13, 60, 79, 41, 11, 10, 38, 6, 4, 1, 78, 33, 69, 24, 21, 20, 17, 34, 3, 87, 89, 94","DHS","2015-16",1,15,"2015","2016-02-01","TZ","608","Tanzania",13266,"Eastern Africa","59",485,"Completed","","All Men","Sub-Saharan Africa","All Women","The complete name of this survey is: The 2015-16 Tanzania Demographic and Health Survey and Malaria Indicator Survey (2015-16 TDHS-MIS)","2016-12-01",12563,"3514"
"311","2018-10-22","TZ2017MIS",49,"2017-10-01","","The Tanzania National Bureau of Statistics","70, 26, 92, 89, 57","MIS","2017",1,15,"2017","2017-12-01","TZ","442","Tanzania",10018,"Eastern Africa","",529,"Completed","","","Sub-Saharan Africa","All Women","","2018-08-01",9330,""
"312","2023-10-30","TZ2022DHS",49,"2022-03-01","15","NBS","20, 106, 85, 6, 4, 70, 64, 52, 97, 1, 80, 15, 68, 78, 32, 86, 94, 36, 13, 43, 89, 131, 130, 132, 128, 127, 129, 134, 16, 33, 31, 22, 76, 79, 92, 26, 69, 24, 21, 14, 57, 59, 11, 60, 30, 34, 3, 41, 10, 122, 111","DHS","2022",1,15,"2022","2022-07-01","TZ","629","Tanzania",15254,"Eastern Africa","49",578,"Completed","","All Men","Sub-Saharan Africa","All Women","","2023-10-15",15705,"5763"
"313","1988-05-01","TH1987DHS",49,"1987-03-01","","Institute of Population Studies, Chulalongkorn University","2, 101, 10","DHS","1987",1,15,"1987","1987-06-01","TH","","Thailand",6775,"Southeast Asia","",13,"Completed","209","","South & Southeast Asia","Ever Married Women","","1988-05-01",9045,""
"314","2010-12-17","TL2009DHS",49,"2009-08-01","15","Research of the National Statistics Directorate of the Ministry of Finance","41, 10, 31, 57, 6, 1, 11, 26, 59, 33, 13, 36, 34, 24, 21, 8, 3, 22, 79, 101, 20, 17","DHS","2009-10",1,15,"2009","2010-02-01","TL","455","Timor-Leste",13137,"Southeast Asia","49",340,"Completed","","All Men","South & Southeast Asia","All Women","","2010-12-01",11463,"4076"
"315","2018-04-10","TL2016DHS",49,"2016-09-01","15","The General Directorate of Statistics (GDS) ","33, 68, 79, 63, 80, 32, 24, 21, 14, 59, 20, 34, 36, 13, 57, 60, 3, 86, 31, 70, 41, 10, 85, 11, 6, 1, 53, 26, 92, 22, 107","DHS","2016",1,15,"2016","2016-12-01","TL","455","Timor-Leste",12607,"Southeast Asia","59",514,"Completed","","All Men","South & Southeast Asia","All Women","","2018-04-01",11502,"4622"
"316","1988-12-01","TG1988DHS",49,"1988-06-01","","Unité de Recherches Démographiques, Direction de Statistiques, Direction Générale de la Santé, Office National de la Famille et de la Population","2, 10, 26, 79, 101","DHS","1988",1,15,"1988","1988-11-01","TG","","Togo",3360,"Western Africa","",22,"Completed","106","","Sub-Saharan Africa","All Women","","1988-12-01",3432,""
"317","1999-04-01","TG1998DHS",49,"1998-02-01","12","Direction de la Statistique","1, 11, 21, 24, 10, 26, 101, 14, 3","DHS","1998",1,15,"1998","1998-05-01","TG","","Togo",8569,"Western Africa","59",114,"Completed","","All Men","Sub-Saharan Africa","All Women","","1999-04-01",7517,"3819"
"318","2015-03-23","TG2013DHS",49,"2013-11-01","15","General Directorate of Statistics and National Accounting (DGSCN)","90, 89, 14, 11, 26, 101, 41, 104, 33, 67, 32, 57, 59, 5, 1, 39, 3, 15, 10, 24, 21, 23, 6, 4, 69, 34, 20, 13, 80, 79","DHS","2013-14",1,15,"2013","2014-04-01","TG","330","Togo",9480,"Western Africa","59",328,"Completed","","All Men","Sub-Saharan Africa","All Women","","2015-01-01",9549,"4476"
"319","2018-08-08","TG2017MIS",49,"2017-10-01","","Institut National de la Statistique et des Etudes Economiques et Démographiques (INSEED)","70, 41, 90, 89, 57, 92","MIS","2017",1,15,"2017","2017-11-01","TG","171","Togo",4895,"Western Africa","",497,"Completed","","","Sub-Saharan Africa","All Women","","2018-02-01",5130,""
"320","1987-12-01","TT1987DHS",49,"1987-05-01","","Family Planning Association","10, 101, 3","DHS","1987",1,15,"1987","1987-08-01","TT","178","Trinidad and Tobago",3806,"Caribbean","",18,"Completed","","","Latin America & Caribbean","All Women","","1987-12-01",4122,""
"321","1989-10-01","TN1988DHS",49,"1988-06-01","","Office National de la Famille et de la Population","2, 10, 101, 79","DHS","1988",1,15,"1988","1988-10-01","TN","156","Tunisia",4184,"North Africa","",26,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","1989-10-01",5645,""
"322","1994-10-01","TR1993DHS",49,"1993-08-01","","Hacettepe University Inst. of Pop. Studies/Min. of Health","10, 16, 22, 17, 34, 78, 101, 69, 74, 3","DHS","1993",1,12,"1993","1993-10-01","TR","478","Turkey",6519,"West Asia","",60,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","1994-10-01",8619,""
"323","1999-10-01","TR1998DHS",49,"1998-08-01","","Hacettepe University, Institute of Population Studies","11, 22, 3, 16, 10, 12, 21, 60, 69, 101, 94","DHS","1998",1,15,"1998","1998-11-01","TR","476","Turkey",8576,"West Asia","",168,"Completed","","Husbands","North Africa/West Asia/Europe","Ever Married Women","","1999-10-01",8059,"1971"
"324","2004-10-01","TR2003DHS",49,"2003-12-01","","Hacettepe University, Institute of Population Studies","16, 10, 22, 21, 14, 20, 60, 3, 79, 69, 101, 94","DHS","2003",1,15,"2003","2004-05-01","TR","","Turkey",8075,"West Asia","",326,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","DHS was not fully involved in this survey, but provided limited technical assistance on the review and formatting of the final report.","2004-10-01",10836,""
"325","2018-07-30","TR2008DHS",49,"2008-10-01","","Hacettepe University Institute of Population Studies","22, 16, 101, 10, 31, 69, 14, 34, 3","DHS","2008",1,15,"2008","2008-12-01","TR","","Turkey",7405,"West Asia","",547,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","DHS was not fully involved in this survey, but provided limited technical assistance.","2009-10-01",10525,""
"326","2018-07-30","TR2013DHS",49,"2013-09-01","","Hacettepe University Institute of Population Studies","10, 22, 3, 101, 69, 16, 31, 32, 38, 20, 34, 60","DHS","2013",1,15,"2013","2014-01-01","TR","642","Turkey",9746,"West Asia","",486,"Completed","","","North Africa/West Asia/Europe","All Women","DHS was not fully involved in this survey, but provided limited technical assistance.","2014-11-01",11794,""
"327","2001-09-01","TM2000DHS",49,"2000-07-01","","Maternal and Child Health Center/Ministry of Health/Medical Industry of Turkmenistan (MCH/MOH and MIT)","16, 22, 36, 41, 43, 21, 15, 10, 14, 20, 13, 101, 6, 3, 33, 30, 68, 79, 34, 93","DHS","2000",1,15,"2000","2000-10-01","TM","231","Turkmenistan",7919,"Central Asia","",179,"Completed","","","Central Asia","All Women","","2001-09-01",6303,""
"328","1989-10-01","UG1988DHS",49,"1988-09-01","","Ministry of Health","10, 20, 101, 2","DHS","1988-89",1,15,"1988","1989-02-01","UG","206","Uganda",4730,"Eastern Africa","",27,"Completed","161","","Sub-Saharan Africa","All Women","","1989-10-01",5101,""
"329","1996-08-01","UG1995DHS",49,"1995-03-01","15","Department of Statistics, Ministry of Finance & Economic Planning","1, 2, 10, 11, 14, 21, 24, 101","DHS","1995",1,15,"1995","1995-08-01","UG","295","Uganda",7070,"Eastern Africa","54",76,"Completed","296","All Men","Sub-Saharan Africa","All Women","","1996-08-01",7550,"1996"
"330","2001-12-01","UG2000DHS",49,"2000-09-01","15","Uganda Bureau of Stat. (formerly Dept. of Stat.)","1, 5, 10, 11, 14, 15, 21, 24, 36, 3, 38, 22, 41, 52, 31, 13, 26, 101, 57, 33, 32","DHS","2000-01",1,15,"2000","2001-03-01","UG","298","Uganda",7246,"Eastern Africa","54",169,"Completed","","All Men","Sub-Saharan Africa","All Women","","2001-12-01",7885,"1962"
"331","2006-03-01","UG2004AIS",59,"2004-08-01","15","Ministry of Health","24, 31, 53, 54, 59, 36, 47, 40, 21, 11, 101, 104, 33, 37, 23, 81","AIS","2004-05",1,15,"2004","2005-01-01","UG","417","Uganda",10826,"Eastern Africa","59",224,"Completed","","All Men","Sub-Saharan Africa","All Women","","2006-03-01",9529,"8830"
"332","2007-08-01","UG2006DHS",49,"2006-05-01","15","Uganda Bureau of Statistics","41, 36, 37, 57, 34, 3, 52, 79, 24, 21, 15, 10, 31, 22, 26, 14, 11, 20, 13, 6, 1, 88, 101, 39, 33, 8, 59, 17, 4, 85","DHS","2006",1,15,"2006","2006-10-01","UG","368","Uganda",8531,"Eastern Africa","54",266,"Completed","","All Men","Sub-Saharan Africa","All Women","","2007-08-01",8870,"2503"
"333","2010-11-16","UG2009MIS",49,"2009-11-01","","Uganda Bureau of Statistics (UBOS), the Uganda Malaria Surveillance Project Molecular Laboratory at Mulago Hospital, and the National Malaria Control Programme of the Uganda Ministry of Health","41, 26, 57, 101, 79, 90, 89","MIS","2009",1,15,"2009","2010-01-01","UG","170","Uganda",4134,"Eastern Africa","",332,"Completed","","","Sub-Saharan Africa","All Women","","2010-08-01",4421,""
"334","2012-10-05","UG2011DHS",49,"2011-06-01","15","Uganda Bureau of Statistics (UBOS)","41, 14, 52, 59, 22, 17, 34, 3, 31, 24, 21, 57, 11, 20, 13, 6, 1, 69, 26, 33, 10, 32, 39, 4, 85, 78, 79, 88","DHS","2011",1,15,"2011","2011-12-01","UG","400","Uganda",8674,"Eastern Africa","54",399,"Completed","","All Men","Sub-Saharan Africa","All Women","","2012-08-01",9033,"2295"
"335","2012-09-18","UG2011AIS",59,"2011-02-01","15","Ministry of Health","81, 83, 33, 11, 40, 3, 26, 31, 24, 21, 59, 88, 105, 23, 70, 79","AIS","2011",1,15,"2011","2011-09-01","UG","470","Uganda",12153,"Eastern Africa","59",373,"Completed","","All Men","Sub-Saharan Africa","All Women","UGOD6A*.ZIP are data from the Field Rapid HIV Test.","2012-08-01",11340,"9588"
"336","2015-11-06","UG2014MIS",49,"2014-12-01","","The Uganda Bureau of Statistics (UBOS) ","90, 89, 57, 8, 79, 101, 26, 41","MIS","2014-15",1,15,"2014","2015-01-01","UG","210","Uganda",5322,"Eastern Africa","",484,"Completed","","","Sub-Saharan Africa","All Women","","2015-10-01",5345,""
"337","2018-03-12","UG2016DHS",49,"2016-06-01","15","Uganda Bureau of Statistics (UBOS)","70, 24, 21, 11, 6, 4, 1, 10, 52, 31, 22, 67, 79, 85, 69, 14, 20, 17, 34, 57, 60, 3, 89, 80, 32, 41, 39, 26, 92, 103","DHS","2016",1,15,"2016","2016-12-01","UG","696","Uganda",18506,"Eastern Africa","54",504,"Completed","","All Men","Sub-Saharan Africa","All Women","","2018-01-01",19588,"5336"
"338","2020-04-23","UG2018MIS",59,"2018-12-01","","The Uganda Bureau of Statistics (UBOS) and National Malaria Control Programme (NMCP)
","41, 90, 92, 106, 124, 70, 89, 79, 26, 57, 17","MIS","2018-19",1,15,"2018","2019-02-01","UG","342","Uganda",8231,"Eastern Africa","",549,"Completed","","","Sub-Saharan Africa","All Women","","2020-03-01",8351,""
"339","2008-11-12","UA2007DHS",49,"2007-07-01","15","Ukrainian Center for Social Reforms (UCSR) in close collaboration with the Ukrainian State Statistics Committee (USSC)","59, 16, 21, 33, 36, 6, 22, 17, 20, 35, 34, 24, 79, 101, 11, 30, 3, 43","DHS","2007",1,15,"2007","2007-11-01","UA","500","Ukraine",6841,"Eastern Europe","49",280,"Completed","","All Men","North Africa/West Asia/Europe","All Women","","2008-09-01",13379,"3178"
"340","1997-09-01","UZ1996DHS",49,"1996-06-01","","Institute of Obstetrics & Gynecology/Ministry of Health (MOH)","10, 15, 16, 30, 41, 101, 93","DHS","1996",1,15,"1996","1996-10-01","UZ","168","Uzbekistan",4415,"Central Asia","",94,"Completed","","","Central Asia","All Women","","1997-09-01",3703,""
"341","1999-03-12","VN1997DHS",49,"1997-07-01","","National Committee for Population and Family Planning","14, 24, 20, 30, 101, 16, 17, 21, 22, 2, 3","DHS","1997",1,15,"1997","1997-10-01","VN","205","Vietnam",5664,"Southeast Asia","",100,"Completed","","","South & Southeast Asia","Ever Married Women","","1999-03-12",7001,""
"342","2003-09-01","VN2002DHS",49,"2002-10-01","","General Statistical Office","16, 14, 24, 21, 22, 17, 101, 3, 30, 2","DHS","2002",1,15,"2002","2002-12-01","VN","205","Vietnam",5665,"Southeast Asia","",209,"Completed","205","","South & Southeast Asia","Ever Married Women","","2003-09-01",7048,""
"343","2006-05-01","VN2005AIS",49,"2005-09-01","15","General Statistical Office (GSO), National Institute for Hygience and Epidemiology","24, 21, 23, 31, 11, 53, 57, 33, 3, 88, 101, 104, 79","AIS","2005",1,15,"2005","2005-12-01","VN","251","Vietnam",7289,"Southeast Asia","49",261,"Completed","","All Men","South & Southeast Asia","All Women","","2006-05-01",6337,"6707"
"344","1994-03-01","YE1991DHS",49,"1991-11-01","","Central Statistical Organization","4, 20, 10, 61, 79, 101, 17","DHS","1991-92",1,15,"1991","1992-01-01","YE","258","Yemen",5687,"West Asia","",36,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","1994-03-01",12836,""
"345","1998-11-01","YE1997DHS",49,"1997-10-01","","Central Statistical Organization","1, 4, 14, 20, 17, 101, 34, 61, 3, 10, 79, 94","DHS","1997",1,15,"1997","1997-12-01","YE","475","Yemen",10414,"West Asia","",103,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","1998-11-01",10701,""
"346","2015-07-13","YE2013DHS",49,"2013-09-01","","Ministry of Public Health and Population (MoPHP) ","4, 1, 15, 41, 21, 69, 79, 6, 101, 86, 13, 5, 74, 10, 31, 67, 14, 34, 39, 20, 22, 3, 26, 85","DHS","2013",1,15,"2013","2013-11-01","YE","800","Yemen",25434,"West Asia","",358,"Completed","","","North Africa/West Asia/Europe","All Women","","2015-07-01",17351,""
"347","1993-03-01","ZM1992DHS",49,"1992-01-01","","University of Zambia","10, 17, 21, 101, 20","DHS","1992",1,15,"1992","1992-05-01","ZM","262","Zambia",7060,"Eastern Africa","",51,"Completed","","","Sub-Saharan Africa","All Women","","1993-03-01",6209,""
"348","1997-09-01","ZM1996DHS",49,"1996-07-01","15","Central Statistical Office","1, 10, 11, 14, 21, 24, 20, 17, 101, 3","DHS","1996",1,15,"1996","1997-01-01","ZM","312","Zambia",8021,"Eastern Africa","59",90,"Completed","","All Men","Sub-Saharan Africa","All Women","","1997-09-01",7286,"1849"
"349","2003-02-01","ZM2002DHS",49,"2001-11-01","15","Central Statistical Office","24, 26, 57, 3, 33, 34, 13, 21, 11, 17, 6, 1, 40, 79, 23, 10, 14, 101, 20, 32, 94, 105","DHS","2001-02",1,15,"2002","2002-05-01","ZM","320","Zambia",7658,"Eastern Africa","59",206,"Completed","","All Men","Sub-Saharan Africa","All Women","GPS dataset is incomplete. There is no possibility of linking the HIV Test data to the survey data.","2003-02-01",7126,"2145"
"350","2009-03-26","ZM2007DHS",49,"2007-04-01","15","Central Statistical Office","24, 21, 23, 33, 10, 31, 22, 26, 11, 37, 6, 36, 40, 57, 1, 3, 34, 20, 17, 69, 79, 88, 101, 59, 105, 94","DHS","2007",1,15,"2007","2007-10-01","ZM","320","Zambia",7146,"Eastern Africa","59",278,"Completed","","All Men","Sub-Saharan Africa","All Women","Although testing salt for iodine appears in the household questionnare, it was not implemented.","2009-03-01",7164,"6500"
