"","FileFormat","FileSize","DatasetType","SurveyNum","SurveyId","FileType","FileDateLastModified","SurveyType","SurveyYearLabel","SurveyYear","DHS_CountryCode","FileName","CountryName"
"142","SAS dataset (.sas7bdat) ",1454765,"Survey Datasets",327,"AL2008DHS","Children's Recode","January, 14 2020 15:57:10","DHS","2008-09","2008","AL","ALKR51SD.ZIP","Albania"
"143","SPSS dataset (.sav)",1304770,"Survey Datasets",327,"AL2008DHS","Children's Recode","January, 14 2020 15:57:02","DHS","2008-09","2008","AL","ALKR51SV.ZIP","Albania"
"144","Hierarchical ASCII data (.dat)",865735,"Survey Datasets",327,"AL2008DHS","Men's Recode","January, 14 2020 15:57:13","DHS","2008-09","2008","AL","ALMR51.ZIP","Albania"
"145","Stata dataset (.dta)",780711,"Survey Datasets",327,"AL2008DHS","Men's Recode","January, 14 2020 15:57:07","DHS","2008-09","2008","AL","ALMR51DT.ZIP","Albania"
"146","Flat ASCII data (.dat)",135703,"GPS Datasets",525,"AL2017DHS","Geographic Data","January, 29 2019 12:23:16","DHS","2017-18","2017","AL","ALGE71FL.ZIP","Albania"
"147","Flat ASCII data (.dat)",926495,"GPS Datasets",525,"AL2017DHS","Geospatial Covariates","March, 11 2019 10:58:30","DHS","2017-18","2017","AL","ALGC72FL.ZIP","Albania"
"148","SAS dataset (.sas7bdat) ",5952018,"Survey Datasets",525,"AL2017DHS","Births Recode","December, 28 2018 08:48:56","DHS","2017-18","2017","AL","ALBR71SD.ZIP","Albania"
"149","SPSS dataset (.sav)",4901945,"Survey Datasets",525,"AL2017DHS","Births Recode","December, 28 2018 08:48:48","DHS","2017-18","2017","AL","ALBR71SV.ZIP","Albania"
"150","Stata dataset (.dta)",4175119,"Survey Datasets",525,"AL2017DHS","Household Member Recode","December, 28 2018 08:48:52","DHS","2017-18","2017","AL","ALPR71DT.ZIP","Albania"
"151","Flat ASCII data (.dat)",4417267,"Survey Datasets",525,"AL2017DHS","Household Member Recode","December, 28 2018 08:49:03","DHS","2017-18","2017","AL","ALPR71FL.ZIP","Albania"
"152","SAS dataset (.sas7bdat) ",6851658,"Survey Datasets",525,"AL2017DHS","Household Member Recode","December, 28 2018 08:48:56","DHS","2017-18","2017","AL","ALPR71SD.ZIP","Albania"
"153","SPSS dataset (.sav)",6806424,"Survey Datasets",525,"AL2017DHS","Household Member Recode","December, 28 2018 08:48:49","DHS","2017-18","2017","AL","ALPR71SV.ZIP","Albania"
"154","Flat ASCII data (.dat)",3714181,"Survey Datasets",525,"AL2017DHS","Births Recode","December, 28 2018 08:49:02","DHS","2017-18","2017","AL","ALBR71FL.ZIP","Albania"
"155","Stata dataset (.dta)",2344236,"Survey Datasets",525,"AL2017DHS","Couples' Recode","December, 28 2018 08:48:52","DHS","2017-18","2017","AL","ALCR71DT.ZIP","Albania"
"156","Flat ASCII data (.dat)",2599182,"Survey Datasets",525,"AL2017DHS","Couples' Recode","December, 28 2018 08:49:04","DHS","2017-18","2017","AL","ALCR71FL.ZIP","Albania"
"157","SAS dataset (.sas7bdat) ",3254781,"Survey Datasets",525,"AL2017DHS","Couples' Recode","December, 28 2018 08:48:57","DHS","2017-18","2017","AL","ALCR71SD.ZIP","Albania"
"158","SPSS dataset (.sav)",2642461,"Survey Datasets",525,"AL2017DHS","Couples' Recode","December, 28 2018 08:48:49","DHS","2017-18","2017","AL","ALCR71SV.ZIP","Albania"
"159","Stata dataset (.dta)",5553567,"Survey Datasets",525,"AL2017DHS","Household Recode","December, 28 2018 08:48:51","DHS","2017-18","2017","AL","ALHR71DT.ZIP","Albania"
"160","Flat ASCII data (.dat)",5743941,"Survey Datasets",525,"AL2017DHS","Household Recode","December, 28 2018 08:49:01","DHS","2017-18","2017","AL","ALHR71FL.ZIP","Albania"
"161","SAS dataset (.sas7bdat) ",8417749,"Survey Datasets",525,"AL2017DHS","Household Recode","December, 28 2018 08:48:55","DHS","2017-18","2017","AL","ALHR71SD.ZIP","Albania"
"162","SPSS dataset (.sav)",6199044,"Survey Datasets",525,"AL2017DHS","Household Recode","December, 28 2018 08:48:48","DHS","2017-18","2017","AL","ALHR71SV.ZIP","Albania"
"163","Hierarchical ASCII data (.dat)",10251533,"Survey Datasets",525,"AL2017DHS","Individual Recode","December, 28 2018 08:48:59","DHS","2017-18","2017","AL","ALIR71.ZIP","Albania"
"164","Stata dataset (.dta)",7722105,"Survey Datasets",525,"AL2017DHS","Individual Recode","December, 28 2018 08:48:50","DHS","2017-18","2017","AL","ALIR71DT.ZIP","Albania"
"165","Flat ASCII data (.dat)",7267066,"Survey Datasets",525,"AL2017DHS","Individual Recode","December, 28 2018 08:49:00","DHS","2017-18","2017","AL","ALIR71FL.ZIP","Albania"
"166","SAS dataset (.sas7bdat) ",11597697,"Survey Datasets",525,"AL2017DHS","Individual Recode","December, 28 2018 08:48:54","DHS","2017-18","2017","AL","ALIR71SD.ZIP","Albania"
"167","SPSS dataset (.sav)",8260724,"Survey Datasets",525,"AL2017DHS","Individual Recode","December, 28 2018 08:48:47","DHS","2017-18","2017","AL","ALIR71SV.ZIP","Albania"
"168","Stata dataset (.dta)",1581105,"Survey Datasets",525,"AL2017DHS","Children's Recode","December, 28 2018 08:48:51","DHS","2017-18","2017","AL","ALKR71DT.ZIP","Albania"
"169","Flat ASCII data (.dat)",1760977,"Survey Datasets",525,"AL2017DHS","Children's Recode","December, 28 2018 08:49:01","DHS","2017-18","2017","AL","ALKR71FL.ZIP","Albania"
"170","SAS dataset (.sas7bdat) ",2184062,"Survey Datasets",525,"AL2017DHS","Children's Recode","December, 28 2018 08:48:55","DHS","2017-18","2017","AL","ALKR71SD.ZIP","Albania"
"171","SPSS dataset (.sav)",1873452,"Survey Datasets",525,"AL2017DHS","Children's Recode","December, 28 2018 08:48:48","DHS","2017-18","2017","AL","ALKR71SV.ZIP","Albania"
"172","Hierarchical ASCII data (.dat)",1513663,"Survey Datasets",525,"AL2017DHS","Men's Recode","December, 28 2018 08:48:59","DHS","2017-18","2017","AL","ALMR71.ZIP","Albania"
"173","Stata dataset (.dta)",1303262,"Survey Datasets",525,"AL2017DHS","Men's Recode","December, 28 2018 08:48:52","DHS","2017-18","2017","AL","ALMR71DT.ZIP","Albania"
"174","Flat ASCII data (.dat)",1429856,"Survey Datasets",525,"AL2017DHS","Men's Recode","December, 28 2018 08:49:03","DHS","2017-18","2017","AL","ALMR71FL.ZIP","Albania"
"175","SAS dataset (.sas7bdat) ",1994857,"Survey Datasets",525,"AL2017DHS","Men's Recode","December, 28 2018 08:48:57","DHS","2017-18","2017","AL","ALMR71SD.ZIP","Albania"
"176","SPSS dataset (.sav)",1487428,"Survey Datasets",525,"AL2017DHS","Men's Recode","December, 28 2018 08:48:49","DHS","2017-18","2017","AL","ALMR71SV.ZIP","Albania"
"177","Stata dataset (.dta)",3572618,"Survey Datasets",525,"AL2017DHS","Births Recode","December, 28 2018 08:48:51","DHS","2017-18","2017","AL","ALBR71DT.ZIP","Albania"
"178","Flat ASCII data (.dat)",701090,"GPS Datasets",282,"AO2006MIS","Geospatial Covariates","September, 06 2018 16:09:11","MIS","2006-07","2006","AO","AOGC52FL.ZIP","Angola"
"179","Stata dataset (.dta)",564158,"Survey Datasets",282,"AO2006MIS","Household Recode","July, 06 2009 16:00:25","MIS","2006-07","2006","AO","AOHR51dt.zip","Angola"
"180","Flat ASCII data (.dat)",708032,"Survey Datasets",282,"AO2006MIS","Household Recode","July, 06 2009 16:00:31","MIS","2006-07","2006","AO","AOHR51FL.zip","Angola"
"181","SAS dataset (.sas7bdat) ",889108,"Survey Datasets",282,"AO2006MIS","Household Recode","September, 01 2016 11:12:43","MIS","2006-07","2006","AO","AOHR51sd.zip","Angola"
"182","SPSS dataset (.sav)",611362,"Survey Datasets",282,"AO2006MIS","Household Recode","July, 06 2009 16:00:25","MIS","2006-07","2006","AO","AOHR51sv.zip","Angola"
"183","Hierarchical ASCII data (.dat)",1176955,"Survey Datasets",282,"AO2006MIS","Individual Recode","July, 06 2009 16:00:32","MIS","2006-07","2006","AO","AOIR51.zip","Angola"
"184","Stata dataset (.dta)",695356,"Survey Datasets",282,"AO2006MIS","Individual Recode","July, 06 2009 16:00:27","MIS","2006-07","2006","AO","AOIR51dt.zip","Angola"
"185","Flat ASCII data (.dat)",979450,"Survey Datasets",282,"AO2006MIS","Individual Recode","July, 06 2009 16:00:32","MIS","2006-07","2006","AO","AOIR51FL.zip","Angola"
"186","SAS dataset (.sas7bdat) ",1021303,"Survey Datasets",282,"AO2006MIS","Individual Recode","September, 01 2016 11:12:45","MIS","2006-07","2006","AO","AOIR51sd.zip","Angola"
"187","SPSS dataset (.sav)",765724,"Survey Datasets",282,"AO2006MIS","Individual Recode","July, 06 2009 16:00:26","MIS","2006-07","2006","AO","AOIR51sv.zip","Angola"
"188","Stata dataset (.dta)",523328,"Survey Datasets",282,"AO2006MIS","Household Member Recode","July, 06 2009 16:00:30","MIS","2006-07","2006","AO","AOPR51dt.zip","Angola"
"189","Flat ASCII data (.dat)",606065,"Survey Datasets",282,"AO2006MIS","Household Member Recode","July, 06 2009 16:00:33","MIS","2006-07","2006","AO","AOPR51FL.zip","Angola"
"190","SAS dataset (.sas7bdat) ",731334,"Survey Datasets",282,"AO2006MIS","Household Member Recode","September, 01 2016 11:12:47","MIS","2006-07","2006","AO","AOPR51sd.zip","Angola"
"191","SPSS dataset (.sav)",698560,"Survey Datasets",282,"AO2006MIS","Household Member Recode","July, 06 2009 16:00:30","MIS","2006-07","2006","AO","AOPR51sv.zip","Angola"
"192","Stata dataset (.dta)",358455,"Survey Datasets",282,"AO2006MIS","Children's Recode","July, 06 2009 16:00:28","MIS","2006-07","2006","AO","AOKR51dt.zip","Angola"
"193","Flat ASCII data (.dat)",489312,"Survey Datasets",282,"AO2006MIS","Children's Recode","July, 06 2009 16:00:33","MIS","2006-07","2006","AO","AOKR51FL.zip","Angola"
"194","SAS dataset (.sas7bdat) ",472496,"Survey Datasets",282,"AO2006MIS","Children's Recode","September, 01 2016 11:12:46","MIS","2006-07","2006","AO","AOKR51sd.zip","Angola"
"195","SPSS dataset (.sav)",368289,"Survey Datasets",282,"AO2006MIS","Children's Recode","July, 06 2009 16:00:28","MIS","2006-07","2006","AO","AOKR51sv.zip","Angola"
"196","Flat ASCII data (.dat)",11331,"GPS Datasets",282,"AO2006MIS","Geographic Data","March, 03 2012 11:32:30","MIS","2006-07","2006","AO","AOGE52FL.zip","Angola"
"197","Stata dataset (.dta)",1171588,"Survey Datasets",395,"AO2011MIS","Household Member Recode","May, 08 2017 14:01:33","MIS","2011","2011","AO","AOPR62DT.ZIP","Angola"
"198","SPSS dataset (.sav)",909352,"Survey Datasets",395,"AO2011MIS","Children's Recode","May, 08 2017 14:01:27","MIS","2011","2011","AO","AOKR62SV.ZIP","Angola"
"199","Flat ASCII data (.dat)",1274054,"Survey Datasets",395,"AO2011MIS","Household Member Recode","May, 08 2017 14:01:51","MIS","2011","2011","AO","AOPR62FL.ZIP","Angola"
"200","Flat ASCII data (.dat)",28754,"GPS Datasets",395,"AO2011MIS","Geographic Data","March, 05 2012 11:10:07","MIS","2011","2011","AO","AOGE61FL.ZIP","Angola"
"201","SAS dataset (.sas7bdat) ",2352052,"Survey Datasets",395,"AO2011MIS","Individual Recode","May, 08 2017 14:01:35","MIS","2011","2011","AO","AOIR62SD.ZIP","Angola"
"202","SPSS dataset (.sav)",1621050,"Survey Datasets",395,"AO2011MIS","Individual Recode","May, 08 2017 14:01:26","MIS","2011","2011","AO","AOIR62SV.ZIP","Angola"
"203","Stata dataset (.dta)",672211,"Survey Datasets",395,"AO2011MIS","Children's Recode","May, 08 2017 14:01:31","MIS","2011","2011","AO","AOKR62DT.ZIP","Angola"
"204","Flat ASCII data (.dat)",764362,"Survey Datasets",395,"AO2011MIS","Children's Recode","May, 08 2017 14:01:47","MIS","2011","2011","AO","AOKR62FL.ZIP","Angola"
"205","SAS dataset (.sas7bdat) ",1025023,"Survey Datasets",395,"AO2011MIS","Children's Recode","May, 08 2017 14:01:37","MIS","2011","2011","AO","AOKR62SD.ZIP","Angola"
"206","Flat ASCII data (.dat)",764061,"GPS Datasets",395,"AO2011MIS","Geospatial Covariates","September, 06 2018 16:09:11","MIS","2011","2011","AO","AOGC62FL.ZIP","Angola"
"207","Stata dataset (.dta)",1126527,"Survey Datasets",395,"AO2011MIS","Births Recode","May, 08 2017 14:01:32","MIS","2011","2011","AO","AOBR62DT.ZIP","Angola"
"208","Flat ASCII data (.dat)",1260002,"Survey Datasets",395,"AO2011MIS","Births Recode","May, 08 2017 14:01:49","MIS","2011","2011","AO","AOBR62FL.ZIP","Angola"
"209","SAS dataset (.sas7bdat) ",1770617,"Survey Datasets",395,"AO2011MIS","Births Recode","May, 08 2017 14:01:39","MIS","2011","2011","AO","AOBR62SD.ZIP","Angola"
"210","SPSS dataset (.sav)",1874067,"Survey Datasets",395,"AO2011MIS","Births Recode","May, 08 2017 14:01:28","MIS","2011","2011","AO","AOBR62SV.ZIP","Angola"
"211","Stata dataset (.dta)",1204986,"Survey Datasets",395,"AO2011MIS","Household Recode","May, 08 2017 14:01:31","MIS","2011","2011","AO","AOHR62DT.ZIP","Angola"
"212","Flat ASCII data (.dat)",1290596,"Survey Datasets",395,"AO2011MIS","Household Recode","May, 08 2017 14:01:46","MIS","2011","2011","AO","AOHR62FL.ZIP","Angola"
"213","SAS dataset (.sas7bdat) ",1773231,"Survey Datasets",395,"AO2011MIS","Household Recode","May, 08 2017 14:01:37","MIS","2011","2011","AO","AOHR62SD.ZIP","Angola"
"214","SPSS dataset (.sav)",1289789,"Survey Datasets",395,"AO2011MIS","Household Recode","May, 08 2017 14:01:27","MIS","2011","2011","AO","AOHR62SV.ZIP","Angola"
"215","Hierarchical ASCII data (.dat)",3105361,"Survey Datasets",395,"AO2011MIS","Individual Recode","May, 08 2017 14:01:42","MIS","2011","2011","AO","AOIR62.ZIP","Angola"
"216","Stata dataset (.dta)",1493980,"Survey Datasets",395,"AO2011MIS","Individual Recode","May, 08 2017 14:01:30","MIS","2011","2011","AO","AOIR62DT.ZIP","Angola"
"217","Flat ASCII data (.dat)",1635284,"Survey Datasets",395,"AO2011MIS","Individual Recode","May, 08 2017 14:01:44","MIS","2011","2011","AO","AOIR62FL.ZIP","Angola"
"218","SAS dataset (.sas7bdat) ",1945270,"Survey Datasets",395,"AO2011MIS","Household Member Recode","May, 08 2017 14:01:40","MIS","2011","2011","AO","AOPR62SD.ZIP","Angola"
"219","SPSS dataset (.sav)",1824038,"Survey Datasets",395,"AO2011MIS","Household Member Recode","May, 08 2017 14:01:29","MIS","2011","2011","AO","AOPR62SV.ZIP","Angola"
"220","Flat ASCII data (.dat)",1070218,"GPS Datasets",477,"AO2015DHS","Geospatial Covariates","October, 16 2019 15:48:23","DHS","2015-16","2015","AO","AOGC72FL.ZIP","Angola"
"221","Stata dataset (.dta)",6132612,"Survey Datasets",477,"AO2015DHS","Births Recode","June, 28 2017 10:23:44","DHS","2015-16","2015","AO","AOBR71DT.ZIP","Angola"
"222","Flat ASCII data (.dat)",6207309,"Survey Datasets",477,"AO2015DHS","Births Recode","June, 28 2017 10:25:00","DHS","2015-16","2015","AO","AOBR71FL.ZIP","Angola"
"223","SAS dataset (.sas7bdat) ",10694251,"Survey Datasets",477,"AO2015DHS","Births Recode","June, 28 2017 10:24:10","DHS","2015-16","2015","AO","AOBR71SD.ZIP","Angola"
"224","Hierarchical ASCII data (.dat)",13672958,"Survey Datasets",477,"AO2015DHS","Individual Recode","June, 28 2017 10:24:16","DHS","2015-16","2015","AO","AOIR71.ZIP","Angola"
"225","Stata dataset (.dta)",9782532,"Survey Datasets",477,"AO2015DHS","Individual Recode","June, 28 2017 10:23:38","DHS","2015-16","2015","AO","AOIR71DT.ZIP","Angola"
"226","Flat ASCII data (.dat)",10118729,"Survey Datasets",477,"AO2015DHS","Individual Recode","June, 28 2017 10:24:32","DHS","2015-16","2015","AO","AOIR71FL.ZIP","Angola"
"227","SPSS dataset (.sav)",2437364,"Survey Datasets",477,"AO2015DHS","Couples' Recode","June, 28 2017 10:23:35","DHS","2015-16","2015","AO","AOCR71SV.ZIP","Angola"
"228","Stata dataset (.dta)",6552839,"Survey Datasets",477,"AO2015DHS","Household Recode","June, 28 2017 10:23:40","DHS","2015-16","2015","AO","AOHR71DT.ZIP","Angola"
"229","Flat ASCII data (.dat)",6688422,"Survey Datasets",477,"AO2015DHS","Household Recode","June, 28 2017 10:24:46","DHS","2015-16","2015","AO","AOHR71FL.ZIP","Angola"
"230","SAS dataset (.sas7bdat) ",9689904,"Survey Datasets",477,"AO2015DHS","Household Recode","June, 28 2017 10:24:04","DHS","2015-16","2015","AO","AOHR71SD.ZIP","Angola"
"231","SPSS dataset (.sav)",6343909,"Survey Datasets",477,"AO2015DHS","Household Recode","June, 28 2017 10:23:30","DHS","2015-16","2015","AO","AOHR71SV.ZIP","Angola"
"232","SPSS dataset (.sav)",8938573,"Survey Datasets",477,"AO2015DHS","Births Recode","June, 28 2017 10:23:32","DHS","2015-16","2015","AO","AOBR71SV.ZIP","Angola"
"233","Stata dataset (.dta)",2248100,"Survey Datasets",477,"AO2015DHS","Couples' Recode","June, 28 2017 10:23:47","DHS","2015-16","2015","AO","AOCR71DT.ZIP","Angola"
"234","Flat ASCII data (.dat)",2476239,"Survey Datasets",477,"AO2015DHS","Couples' Recode","June, 28 2017 10:25:13","DHS","2015-16","2015","AO","AOCR71FL.ZIP","Angola"
"235","SAS dataset (.sas7bdat) ",3041432,"Survey Datasets",477,"AO2015DHS","Couples' Recode","June, 28 2017 10:24:14","DHS","2015-16","2015","AO","AOCR71SD.ZIP","Angola"
"236","SAS dataset (.sas7bdat) ",14951299,"Survey Datasets",477,"AO2015DHS","Individual Recode","June, 28 2017 10:23:55","DHS","2015-16","2015","AO","AOIR71SD.ZIP","Angola"
"237","SPSS dataset (.sav)",10332031,"Survey Datasets",477,"AO2015DHS","Individual Recode","June, 28 2017 10:23:29","DHS","2015-16","2015","AO","AOIR71SV.ZIP","Angola"
"238","Stata dataset (.dta)",3874243,"Survey Datasets",477,"AO2015DHS","Children's Recode","June, 28 2017 10:23:41","DHS","2015-16","2015","AO","AOKR71DT.ZIP","Angola"
"239","Flat ASCII data (.dat)",4232095,"Survey Datasets",477,"AO2015DHS","Children's Recode","June, 28 2017 10:24:50","DHS","2015-16","2015","AO","AOKR71FL.ZIP","Angola"
"240","SAS dataset (.sas7bdat) ",6172103,"Survey Datasets",477,"AO2015DHS","Children's Recode","June, 28 2017 10:24:06","DHS","2015-16","2015","AO","AOKR71SD.ZIP","Angola"
"241","SPSS dataset (.sav)",5039985,"Survey Datasets",477,"AO2015DHS","Children's Recode","June, 28 2017 10:23:31","DHS","2015-16","2015","AO","AOKR71SV.ZIP","Angola"
"242","Hierarchical ASCII data (.dat)",1411900,"Survey Datasets",477,"AO2015DHS","Men's Recode","June, 28 2017 10:24:17","DHS","2015-16","2015","AO","AOMR71.ZIP","Angola"
"243","Stata dataset (.dta)",1216651,"Survey Datasets",477,"AO2015DHS","Men's Recode","June, 28 2017 10:23:46","DHS","2015-16","2015","AO","AOMR71DT.ZIP","Angola"
"244","Flat ASCII data (.dat)",1328790,"Survey Datasets",477,"AO2015DHS","Men's Recode","June, 28 2017 10:25:11","DHS","2015-16","2015","AO","AOMR71FL.ZIP","Angola"
"245","SAS dataset (.sas7bdat) ",1775151,"Survey Datasets",477,"AO2015DHS","Men's Recode","June, 28 2017 10:24:13","DHS","2015-16","2015","AO","AOMR71SD.ZIP","Angola"
"246","SPSS dataset (.sav)",1436184,"Survey Datasets",477,"AO2015DHS","Men's Recode","June, 28 2017 10:23:34","DHS","2015-16","2015","AO","AOMR71SV.ZIP","Angola"
"247","Stata dataset (.dta)",4990367,"Survey Datasets",477,"AO2015DHS","Household Member Recode","June, 28 2017 10:23:45","DHS","2015-16","2015","AO","AOPR71DT.ZIP","Angola"
"248","Flat ASCII data (.dat)",5583873,"Survey Datasets",477,"AO2015DHS","Household Member Recode","June, 28 2017 10:25:09","DHS","2015-16","2015","AO","AOPR71FL.ZIP","Angola"
"249","SAS dataset (.sas7bdat) ",8608887,"Survey Datasets",477,"AO2015DHS","Household Member Recode","June, 28 2017 10:24:13","DHS","2015-16","2015","AO","AOPR71SD.ZIP","Angola"
"250","SPSS dataset (.sav)",8493394,"Survey Datasets",477,"AO2015DHS","Household Member Recode","June, 28 2017 10:23:34","DHS","2015-16","2015","AO","AOPR71SV.ZIP","Angola"
"251","Hierarchical ASCII data (.dat)",139515,"HIV Datasets",477,"AO2015DHS","HIV Test Results Recode","June, 28 2017 11:50:42","DHS","2015-16","2015","AO","AOAR71.ZIP","Angola"
"252","Stata dataset (.dta)",110768,"HIV Datasets",477,"AO2015DHS","HIV Test Results Recode","June, 28 2017 11:50:42","DHS","2015-16","2015","AO","AOAR71DT.ZIP","Angola"
"253","Flat ASCII data (.dat)",141483,"HIV Datasets",477,"AO2015DHS","HIV Test Results Recode","June, 28 2017 11:50:42","DHS","2015-16","2015","AO","AOAR71FL.ZIP","Angola"
"254","SAS dataset (.sas7bdat) ",144872,"HIV Datasets",477,"AO2015DHS","HIV Test Results Recode","June, 28 2017 11:50:42","DHS","2015-16","2015","AO","AOAR71SD.ZIP","Angola"
"255","SPSS dataset (.sav)",165727,"HIV Datasets",477,"AO2015DHS","HIV Test Results Recode","June, 28 2017 11:50:42","DHS","2015-16","2015","AO","AOAR71SV.ZIP","Angola"
"256","Flat ASCII data (.dat)",70632,"GPS Datasets",477,"AO2015DHS","Geographic Data","October, 16 2019 15:48:23","DHS","2015-16","2015","AO","AOGE71FL.zip","Angola"
"257","Stata dataset (.dta)",2507989,"Survey Datasets",203,"AM2000DHS","Births Recode","September, 25 2009 12:38:25","DHS","2000","2000","AM","AMBR42DT.ZIP","Armenia"
"258","Flat ASCII data (.dat)",2777928,"Survey Datasets",203,"AM2000DHS","Births Recode","May, 14 2007 14:58:38","DHS","2000","2000","AM","AMBR42FL.zip","Armenia"
"259","SAS dataset (.sas7bdat) ",3705220,"Survey Datasets",203,"AM2000DHS","Births Recode","September, 01 2016 11:12:49","DHS","2000","2000","AM","AMBR42sd.zip","Armenia"
"260","SPSS dataset (.sav)",3456046,"Survey Datasets",203,"AM2000DHS","Births Recode","June, 06 2007 14:57:04","DHS","2000","2000","AM","AMBR42sv.zip","Armenia"
"261","Stata dataset (.dta)",1188346,"Survey Datasets",203,"AM2000DHS","Children's Recode","September, 25 2009 12:38:24","DHS","2000","2000","AM","AMKR42DT.ZIP","Armenia"
